measure_id,ballot_id,state,election_date,election_type,topic,measure_name,description_short,progressive_side,yes_pct,outcome,severity_note,same_ballot_catalog_ids,same_ballot_companions,source_url
co_20081104_amendment_48,CO_2008-11-04,CO,2008-11-04,general,abortion,Amendment 48,A YES vote defines 'person' in the Colorado constitution to include any human being from the moment of fertilization.,no,26.8,fail,personhood at fertilization (most extreme tier),co_20081104_amendment_47,Amendment 46 (ban affirmative action preferences); Amendment 47 (right to work); Amendment 49 (limit public payroll deductions); Amendment 50 (casino gaming expansion); Amendment 51 (sales tax for disability services); Amendment 52 (severance tax for highways); Amendment 54 (government contractor contribution limits); Amendment 58 (oil and gas severance tax increase); Amendment 59 (excess revenue to education); Referendum L (lower legislator age to 21); Referendum M (remove obsolete land provision); Referendum N (remove obsolete alcohol provisions); Referendum O (initiative process changes),"https://ballotpedia.org/Colorado_Amendment_48,_Definition_of_Person_Initiative_(2008)"
co_20081104_amendment_47,CO_2008-11-04,CO,2008-11-04,general,labor,Amendment 47,A YES vote would have amended the Colorado constitution to prohibit requiring union membership or payment of union dues or fees as a condition of employment (right-to-work).,no,43.9,fail,Constitutional right-to-work ban on union-security agreements; defeated 43.89%-56.11%,co_20081104_amendment_48,Amendment 46 - ban discrimination and preferential treatment by the state; Amendment 48 - define person as beginning at fertilization; Amendment 49 - prohibit public employee paycheck deductions; Amendment 50 - expand gambling and gaming tax provisions; Amendment 51 - sales tax increase for developmental disability services; Amendment 52 - apportion severance taxes to highway projects; Amendment 54 - campaign contribution limits for government contractors; Amendment 58 - increase severance tax on natural resource extraction; Amendment 59 - spend excess state funds on public education; Referendum L - lower legislative service age from 25 to 21; Referendum M - remove obsolete land-value constitutional provision; Referendum N - repeal obsolete alcohol provisions; Referendum O - adjust citizen initiative ballot procedures,"https://ballotpedia.org/Colorado_Amendment_47,_Prohibition_of_a_Union_Requirement_for_Employment_Initiative_(2008)"
fl_20081104_amendment_2,FL_2008-11-04,FL,2008-11-04,general,marriage,Amendment 2,A YES vote amends the Florida Constitution to define marriage as the legal union of one man and one woman and bar recognition of any other legal union treated as marriage or its substantial equivalent.,no,61.9,pass,constitutional (initiated); bans marriage + substantial equivalents (civil unions); required and cleared Florida's 60% supermajority threshold,,Amendment 1 — repeal alien land ownership restriction (defeated); Amendment 3 — tax exemption for hurricane/renewable-energy home improvements; Amendment 4 — conservation land property tax exemption; Amendment 6 — working waterfront property assessment; Amendment 8 — local option sales tax for community colleges (defeated),"https://ballotpedia.org/Florida_Amendment_2,_Definition_of_Marriage_Initiative_(2008)"
ma_20081104_question_2,MA_2008-11-04,MA,2008-11-04,general,cannabis,Question 2,A YES vote replaces criminal penalties for possession of one ounce or less of marijuana with a $100 civil fine.,yes,62.8,pass,decriminalization only,,Question 1 — state income tax repeal; Question 3 — dog racing ban,"https://ballotpedia.org/Massachusetts_Sensible_Marijuana_Policy_Initiative,_Question_2_(2008)"
mi_20081104_proposal_1,MI_2008-11-04,MI,2008-11-04,general,cannabis,Proposal 1,"A YES vote allows seriously ill patients to use and cultivate marijuana for medical purposes with physician approval, with a state registry ID card system.",yes,62.7,pass,medical only,,Proposal 2 — embryonic stem cell research,"https://ballotpedia.org/Michigan_Medical_Marijuana_Initiative,_Proposal_1_(2008)"
sd_20081104_initiated_measure_11,SD_2008-11-04,SD,2008-11-04,general,abortion,Initiated Measure 11,"A YES vote bans abortion in South Dakota except in cases of rape, incest, or serious risk to the mother's life or health.",no,44.8,fail,near-total ban with rape/incest/health exceptions (softened rerun of 2006),,Amendment G (legislator travel reimbursement); Amendment H (corporate structure provisions); Amendment I (legislative session length); Amendment J (remove legislative term limits); Initiated Measure 9 (prohibit short selling of stocks); Initiated Measure 10 (ban tax funds for lobbying),"https://ballotpedia.org/South_Dakota_Initiative_11,_Abortion_Ban_Measure_(2008)"
me_20091103_question_1,ME_2009-11-03,ME,2009-11-03,odd-year general,marriage,Question 1,"A YES vote rejects (people's veto) the legislature's 2009 law allowing same-sex couples to marry, prohibiting same-sex marriage in Maine.",no,52.9,pass,"statutory people's veto; repealed a marriage-equality law before it took effect — no constitutional ban, no civil-union impact",me_20091103_question_5,Question 2 — cut auto excise tax for efficient vehicles (defeated); Question 3 — repeal school district consolidation law (defeated); Question 4 — TABOR-style government spending limits (defeated); Question 5 — medical marijuana dispensaries; Question 6 — $71.25M transportation bond; Question 7 — initiative signature certification timeline (defeated),"https://ballotpedia.org/Maine_Question_1,_Same-Sex_Marriage_Referendum_(2009)"
me_20091103_question_5,ME_2009-11-03,ME,2009-11-03,odd-year general,cannabis,Question 5,"A YES vote expands Maine's existing medical marijuana law by creating nonprofit dispensaries, a patient registry ID card system, and additional qualifying conditions.",yes,58.9,pass,medical only (dispensaries and registry added to existing program),me_20091103_question_1,Question 1 — same-sex marriage law repeal; Question 2 — vehicle excise tax cut; Question 3 — school district consolidation repeal; Question 4 — government spending limits (TABOR); Question 6 — transportation bonds; Question 7 — initiative signature certification timing,"https://ballotpedia.org/Maine_Medical_Marijuana_Initiative,_Question_5_(2009)"
wa_20091103_referendum_71,WA_2009-11-03,WA,2009-11-03,odd-year general,marriage,Referendum 71,"A YES (approve) vote upholds SB 5688, expanding registered domestic partners' rights and responsibilities to be equivalent to those of married spouses ('everything but marriage').",yes,53.2,pass,statutory veto referendum; upholds 'everything but marriage' domestic-partnership expansion — first statewide vote won by the pro-LGBT side on a partnership/marriage question,,Initiative 1033 — limit state/county/city revenue growth (defeated),"https://ballotpedia.org/Washington_Referendum_71,_Domestic_Partners_Rights_and_Responsibilities_Measure_(2009)"
mo_20100803_proposition_c,MO_2010-08-03,MO,2010-08-03,primary,healthcare,Proposition C,Enacts a statute denying government the power to compel purchase of health insurance or to penalize going without it (first statewide anti-ACA vote).,no,71.1,pass,"statutory ACA-mandate block, on a primary ballot",,,"https://ballotpedia.org/Missouri_Healthcare_Freedom,_Proposition_C_(August_2010)"
ak_20100824_ballot_measure_2,AK_2010-08-24,AK,2010-08-24,primary,abortion,Ballot Measure 2,A YES vote requires a doctor to notify a parent before performing an abortion on a minor under 18.,no,56.1,pass,parental notification only,,Ballot Measure 1 (ban public funds for campaigns/lobbying),"https://ballotpedia.org/Alaska_Ballot_Measure_2,_Parental_Notification_of_Abortion_Initiative_(August_2010)"
az_20101102_proposition_203,AZ_2010-11-02,AZ,2010-11-02,general,cannabis,Proposition 203,"A YES vote authorizes marijuana use for patients with debilitating medical conditions, supplied through state-regulated nonprofit dispensaries.",yes,50.1,pass,"medical only (passed by ~4,300 votes)",az_20101102_proposition_106,Proposition 106 — healthcare freedom; Proposition 107 — affirmative action ban; Proposition 109 — right to hunt and fish; Proposition 110 — state trust land sales; Proposition 111 — lieutenant governor office; Proposition 112 — initiative filing deadline; Proposition 113 — secret ballot in union elections; Proposition 301 — land conservation fund transfer; Proposition 302 — end early childhood program,"https://ballotpedia.org/Arizona_Proposition_203,_Medicinal_Marijuana_Initiative_(2010)"
az_20101102_proposition_106,AZ_2010-11-02,AZ,2010-11-02,general,healthcare,Proposition 106,Amends the Arizona Constitution to prohibit any rule or law compelling participation in a health care system and to preserve direct payment for care.,no,55.3,pass,constitutional ACA-mandate block (legislatively referred),az_20101102_proposition_203,Proposition 107 — affirmative action ban; Proposition 109 — right to hunt; Proposition 110 — state trust lands; Proposition 111 — lieutenant governor rename; Proposition 112 — initiative filing deadline; Proposition 113 — secret-ballot union elections; Proposition 203 — medical marijuana; Proposition 301 — land conservation fund transfer; Proposition 302 — First Things First repeal,"https://ballotpedia.org/Arizona_Health_Insurance_Reform_Amendment,_Proposition_106_(2010)"
ca_20101102_proposition_19,CA_2010-11-02,CA,2010-11-02,general,cannabis,Proposition 19,A YES vote legalizes recreational marijuana for adults 21+ and allows state and local governments to regulate and tax commercial production and sales.,yes,46.5,fail,full recreational,,Proposition 20 — congressional redistricting commission; Proposition 21 — vehicle surcharge for state parks; Proposition 22 — protect local revenues; Proposition 23 — suspend AB 32 climate law; Proposition 24 — repeal corporate tax breaks; Proposition 25 — majority-vote state budget; Proposition 26 — two-thirds vote for fees; Proposition 27 — abolish redistricting commission,"https://ballotpedia.org/California_Proposition_19,_Marijuana_Legalization_Initiative_(2010)"
